机柜	节点号	端口	IP地址	备注1
4-3房E06-11(I9)	2.4	G1/0/9	10.133.88.9	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	2.5	G1/0/10	10.133.88.10	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	3.1	G1/0/11	10.133.88.11	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	3.2	G1/0/12	10.133.88.12	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	3.3	G1/0/13	10.133.88.13	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	3.4	G1/0/14	10.133.88.14	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	3.5	G1/0/15	10.133.88.15	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	4.1	G1/0/16	10.133.88.16	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	4.2	G1/0/17	10.133.88.17	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	4.3	G1/0/18	10.133.88.18	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	4.4	G1/0/19	10.133.88.19	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	4.5	G1/0/20	10.133.88.20	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	5.1	G1/0/21	10.133.88.21	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	5.2	G1/0/22	10.133.88.22	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	5.3	G1/0/23	10.133.88.23	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	5.4	G1/0/24	10.133.88.24	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	5.5	G1/0/25	10.133.88.25	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	6.1	G1/0/26	10.133.88.26	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	6.2	G1/0/27	10.133.88.27	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	6.3	G1/0/28	10.133.88.28	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	6.4	G1/0/29	10.133.88.29	第8批8-10NV-Ti(万丽)
4-3房E06-11(I9)	6.5	G1/0/30	10.133.88.30	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	1.1	G1/0/1	10.133.88.31	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	1.2	G1/0/2	10.133.88.32	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	1.3	G1/0/3	10.133.88.33	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	1.4	G1/0/4	10.133.88.34	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	1.5	G1/0/5	10.133.88.35	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	2.1	G1/0/6	10.133.88.36	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	2.2	G1/0/7	10.133.88.37	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	2.3	G1/0/8	10.133.88.38	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	2.4	G1/0/9	10.133.88.39	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	2.5	G1/0/10	10.133.88.40	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	3.1	G1/0/11	10.133.88.41	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	3.2	G1/0/12	10.133.88.42	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	3.3	G1/0/13	10.133.88.43	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	3.4	G1/0/14	10.133.88.44	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	3.5	G1/0/15	10.133.88.45	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	4.1	G1/0/16	10.133.88.46	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	4.2	G1/0/17	10.133.88.47	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	4.3	G1/0/18	10.133.88.48	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	4.4	G1/0/19	10.133.88.49	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	4.5	G1/0/20	10.133.88.50	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	5.1	G1/0/21	10.133.88.51	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	5.2	G1/0/22	10.133.88.52	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	5.3	G1/0/23	10.133.88.53	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	5.4	G1/0/24	10.133.88.54	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	5.5	G1/0/25	10.133.88.55	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	6.1	G1/0/26	10.133.88.56	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	6.2	G1/0/27	10.133.88.57	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	6.3	G1/0/28	10.133.88.58	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	6.4	G1/0/29	10.133.88.59	第8批8-10NV-Ti(万丽)
4-3房E06-13(I9)	6.5	G1/0/30	10.133.88.60	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	1.1	G1/0/1	10.133.88.61	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	1.2	G1/0/2	10.133.88.62	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	1.3	G1/0/3	10.133.88.63	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	1.4	G1/0/4	10.133.88.64	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	1.5	G1/0/5	10.133.88.65	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	2.1	G1/0/6	10.133.88.66	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	2.2	G1/0/7	10.133.88.67	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	2.3	G1/0/8	10.133.88.68	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	2.4	G1/0/9	10.133.88.69	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	2.5	G1/0/10	10.133.88.70	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	3.1	G1/0/11	10.133.88.71	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	3.2	G1/0/12	10.133.88.72	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	3.3	G1/0/13	10.133.88.73	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	3.4	G1/0/14	10.133.88.74	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	3.5	G1/0/15	10.133.88.75	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	4.1	G1/0/16	10.133.88.76	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	4.2	G1/0/17	10.133.88.77	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	4.3	G1/0/18	10.133.88.78	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	4.4	G1/0/19	10.133.88.79	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	4.5	G1/0/20	10.133.88.80	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	5.1	G1/0/21	10.133.88.81	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	5.2	G1/0/22	10.133.88.82	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	5.3	G1/0/23	10.133.88.83	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	5.4	G1/0/24	10.133.88.84	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	5.5	G1/0/25	10.133.88.85	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	6.1	G1/0/26	10.133.88.86	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	6.2	G1/0/27	10.133.88.87	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	6.3	G1/0/28	10.133.88.88	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	6.4	G1/0/29	10.133.88.89	第8批8-10NV-Ti(万丽)
4-3房E06-15(I9)	6.5	G1/0/30	10.133.88.90	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	1.1	G1/0/1	10.133.88.91	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	1.2	G1/0/2	10.133.88.92	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	1.3	G1/0/3	10.133.88.93	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	1.4	G1/0/4	10.133.88.94	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	1.5	G1/0/5	10.133.88.95	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	2.1	G1/0/6	10.133.88.96	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	2.2	G1/0/7	10.133.88.97	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	2.3	G1/0/8	10.133.88.98	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	2.4	G1/0/9	10.133.88.99	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	2.5	G1/0/10	10.133.88.100	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	3.1	G1/0/11	10.133.88.101	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	3.2	G1/0/12	10.133.88.102	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	3.3	G1/0/13	10.133.88.103	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	3.4	G1/0/14	10.133.88.104	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	3.5	G1/0/15	10.133.88.105	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	4.1	G1/0/16	10.133.88.106	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	4.2	G1/0/17	10.133.88.107	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	4.3	G1/0/18	10.133.88.108	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	4.4	G1/0/19	10.133.88.109	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	4.5	G1/0/20	10.133.88.110	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	5.1	G1/0/21	10.133.88.111	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	5.2	G1/0/22	10.133.88.112	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	5.3	G1/0/23	10.133.88.113	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	5.4	G1/0/24	10.133.88.114	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	5.5	G1/0/25	10.133.88.115	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	6.1	G1/0/26	10.133.88.116	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	6.2	G1/0/27	10.133.88.117	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	6.3	G1/0/28	10.133.88.118	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	6.4	G1/0/29	10.133.88.119	第8批8-10NV-Ti(万丽)
4-3房E06-17(I9)	6.5	G1/0/30	10.133.88.120	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	1.1	G1/0/1	10.133.88.121	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	1.2	G1/0/2	10.133.88.122	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	1.3	G1/0/3	10.133.88.123	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	1.4	G1/0/4	10.133.88.124	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	1.5	G1/0/5	10.133.88.125	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	2.1	G1/0/6	10.133.88.126	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	2.2	G1/0/7	10.133.88.127	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	2.3	G1/0/8	10.133.88.128	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	2.4	G1/0/9	10.133.88.129	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	2.5	G1/0/10	10.133.88.130	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	3.1	G1/0/11	10.133.88.131	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	3.2	G1/0/12	10.133.88.132	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	3.3	G1/0/13	10.133.88.133	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	3.4	G1/0/14	10.133.88.134	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	3.5	G1/0/15	10.133.88.135	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	4.1	G1/0/16	10.133.88.136	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	4.2	G1/0/17	10.133.88.137	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	4.3	G1/0/18	10.133.88.138	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	4.4	G1/0/19	10.133.88.139	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	4.5	G1/0/20	10.133.88.140	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	5.1	G1/0/21	10.133.88.141	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	5.2	G1/0/22	10.133.88.142	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	5.3	G1/0/23	10.133.88.143	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	5.4	G1/0/24	10.133.88.144	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	5.5	G1/0/25	10.133.88.145	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	6.1	G1/0/26	10.133.88.146	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	6.2	G1/0/27	10.133.88.147	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	6.3	G1/0/28	10.133.88.148	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	6.4	G1/0/29	10.133.88.149	第8批8-10NV-Ti(万丽)
4-3房D6-15(I9)	6.5	G1/0/30	10.133.88.150	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	1.1	G1/0/1	10.133.88.151	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	1.2	G1/0/2	10.133.88.152	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	1.3	G1/0/3	10.133.88.153	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	1.4	G1/0/4	10.133.88.154	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	1.5	G1/0/5	10.133.88.155	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	2.1	G1/0/6	10.133.88.156	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	2.2	G1/0/7	10.133.88.157	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	2.3	G1/0/8	10.133.88.158	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	2.4	G1/0/9	10.133.88.159	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	2.5	G1/0/10	10.133.88.160	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	3.1	G1/0/11	10.133.88.161	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	3.2	G1/0/12	10.133.88.162	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	3.3	G1/0/13	10.133.88.163	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	3.4	G1/0/14	10.133.88.164	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	3.5	G1/0/15	10.133.88.165	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	4.1	G1/0/16	10.133.88.166	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	4.2	G1/0/17	10.133.88.167	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	4.3	G1/0/18	10.133.88.168	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	4.4	G1/0/19	10.133.88.169	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	4.5	G1/0/20	10.133.88.170	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	5.1	G1/0/21	10.133.88.171	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	5.2	G1/0/22	10.133.88.172	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	5.3	G1/0/23	10.133.88.173	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	5.4	G1/0/24	10.133.88.174	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	5.5	G1/0/25	10.133.88.175	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	6.1	G1/0/26	10.133.88.176	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	6.2	G1/0/27	10.133.88.177	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	6.3	G1/0/28	10.133.88.178	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	6.4	G1/0/29	10.133.88.179	第8批8-10NV-Ti(万丽)
4-3房D6-17(I9)	6.5	G1/0/30	10.133.88.180	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	1.1	G1/01	10.133.88.181	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	1.2	G1/02	10.133.88.182	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	1.3	G1/03	10.133.88.183	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	1.4	G1/04	10.133.88.184	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	1.5	G1/05	10.133.88.185	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	2.1	G1/06	10.133.88.186	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	2.2	G1/07	10.133.88.187	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	2.3	G1/08	10.133.88.188	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	2.4	G1/09	10.133.88.189	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	2.5	G1/10	10.133.88.190	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	3.1	G1/11	10.133.88.191	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	3.2	G1/12	10.133.88.192	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	3.3	G1/13	10.133.88.193	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	3.4	G1/14	10.133.88.194	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	3.5	G1/15	10.133.88.195	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	4.1	G1/16	10.133.88.196	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	4.2	G1/17	10.133.88.197	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	4.3	G1/18	10.133.88.198	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	4.4	G1/19	10.133.88.199	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	4.5	G1/20	10.133.88.200	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	5.1	G1/21	10.133.88.201	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	5.2	G1/22	10.133.88.202	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	5.3	G1/23	10.133.88.203	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	5.4	G1/24	10.133.88.204	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	5.5	G1/25	10.133.88.205	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	6.1	G1/26	10.133.88.206	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	6.2	G1/27	10.133.88.207	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	6.3	G1/28	10.133.88.208	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	6.4	G1/29	10.133.88.209	第8批8-10NV-Ti(万丽)
4-3房D6-07(I9)	6.5	G1/30	10.133.88.210	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	1.1	G1/01	10.133.88.211	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	1.2	G1/02	10.133.88.212	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	1.3	G1/03	10.133.88.213	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	1.4	G1/04	10.133.88.214	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	1.5	G1/05	10.133.88.215	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	2.1	G1/06	10.133.88.216	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	2.2	G1/07	10.133.88.217	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	2.3	G1/08	10.133.88.218	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	2.4	G1/09	10.133.88.219	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	2.5	G1/10	10.133.88.220	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	3.1	G1/11	10.133.88.221	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	3.2	G1/12	10.133.88.222	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	3.3	G1/13	10.133.88.223	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	3.4	G1/14	10.133.88.224	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	3.5	G1/15	10.133.88.225	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	4.1	G1/16	10.133.88.226	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	4.2	G1/17	10.133.88.227	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	4.3	G1/18	10.133.88.228	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	4.4	G1/19	10.133.88.229	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	4.5	G1/20	10.133.88.230	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	5.1	G1/21	10.133.88.231	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	5.2	G1/22	10.133.88.232	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	5.3	G1/23	10.133.88.233	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	5.4	G1/24	10.133.88.234	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	5.5	G1/25	10.133.88.235	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	6.1	G1/26	10.133.88.236	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	6.2	G1/27	10.133.88.237	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	6.3	G1/28	10.133.88.238	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	6.4	G1/29	10.133.88.239	第8批8-10NV-Ti(万丽)
4-3房D6-09(I9)	6.5	G1/30	10.133.88.240	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	1.1	G1/01	10.133.88.241	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	1.2	G1/02	10.133.88.242	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	1.3	G1/03	10.133.88.243	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	1.4	G1/04	10.133.88.244	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	1.5	G1/05	10.133.88.245	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	2.1	G1/06	10.133.88.246	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	2.2	G1/07	10.133.88.247	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	2.3	G1/08	10.133.88.248	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	2.4	G1/09	10.133.88.249	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	2.5	G1/10	10.133.88.250	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	3.1	G1/11	10.133.88.251	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	3.2	G1/12	10.133.88.252	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	3.3	G1/13	10.133.88.253	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	3.4	G1/14	10.133.88.254	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	3.5	G1/15	10.133.88.255	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	4.1	G1/16	10.133.89.1	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	4.2	G1/17	10.133.89.2	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	4.3	G1/18	10.133.89.3	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	4.4	G1/19	10.133.89.4	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	4.5	G1/20	10.133.89.5	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	5.1	G1/21	10.133.89.6	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	5.2	G1/22	10.133.89.7	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	5.3	G1/23	10.133.89.8	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	5.4	G1/24	10.133.89.9	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	5.5	G1/25	10.133.89.10	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	6.1	G1/26	10.133.89.11	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	6.2	G1/27	10.133.89.12	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	6.3	G1/28	10.133.89.13	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	6.4	G1/29	10.133.89.14	第8批8-10NV-Ti(万丽)
4-3房D6-11(I9)	6.5	G1/30	10.133.89.15	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	1.1	G1/01	10.133.89.16	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	1.2	G1/02	10.133.89.17	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	1.3	G1/03	10.133.89.18	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	1.4	G1/04	10.133.89.19	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	1.5	G1/05	10.133.89.20	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	2.1	G1/06	10.133.89.21	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	2.2	G1/07	10.133.89.22	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	2.3	G1/08	10.133.89.23	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	2.4	G1/09	10.133.89.24	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	2.5	G1/10	10.133.89.25	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	3.1	G1/11	10.133.89.26	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	3.2	G1/12	10.133.89.27	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	3.3	G1/13	10.133.89.28	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	3.4	G1/14	10.133.89.29	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	3.5	G1/15	10.133.89.30	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	4.1	G1/16	10.133.89.31	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	4.2	G1/17	10.133.89.32	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	4.3	G1/18	10.133.89.33	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	4.4	G1/19	10.133.89.34	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	4.5	G1/20	10.133.89.35	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	5.1	G1/21	10.133.89.36	第8批8-10NV-Ti(万丽)
4-3房D6-13(I9)	5.2	G1/22	10.133.89.37	第8批8-10NV-Ti(万丽)
